"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit_bus","time_transit_train","time_waiting","n_changes","distance_total","distance_walk","distance_bus","distance_train","stop_PC6","stop_PC5","feasible"
"2595","2531C",52.08087,4.334532,52.05583,4.298331,0,1,35.4,20.8,9.1,3,2.5,1,5.9,1.5,2.7,1.7,"2531AV","2531A",1
"2531C","2274",52.05583,4.298331,52.07387,4.350349,1,0,39.8,17,7.3,9,6.5,1,7.3,1.2,2.4,3.7,"2532CP","2532C",1
"2274","2531C",52.07387,4.350349,52.05583,4.298331,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","2291",52.05545,4.296059,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2531B",52.01948,4.277017,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","2611",52.05545,4.296059,52.01263,4.358423,1,0,46.1,25.7,10.6,7,2.8,1,13.3,1.7,3.2,8.4,"2531AA","2531A",1
"2611","2531B",52.01263,4.358423,52.05545,4.296059,0,1,39.7,31.7,0,8,0,0,8.4,2.1,0,6.3,"2532CP","2532C",1
"2531S","1312",52.05669,4.306828,52.37587,5.189835,1,0,105.5,15.8,6.3,67,16.4,2,86.9,1,3,82.9,"2532CP","2532C",1
"1312","2531S",52.37587,5.189835,52.05669,4.306828,0,1,96.7,19.5,6.3,66,5,2,88.7,1.3,3.1,84.3,"2532CP","2532C",1
"2531C","3072",52.05583,4.298331,51.90211,4.489101,1,0,60.9,28.6,7.5,21,3.9,1,26.1,1.7,3.8,20.7,"2532CP","2532C",1
"3072","2531C",51.90211,4.489101,52.05583,4.298331,0,1,64.3,30.1,8,22,4.2,1,26.4,1.8,4,20.7,"2532CP","2532C",1
"2531C","2562",52.05583,4.298331,52.07473,4.281926,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531T","2286",52.05367,4.302155,52.02374,4.315525,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2286","2531T",52.02374,4.315525,52.05367,4.302155,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531E","2291",52.0534,4.299524,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2531E",52.01948,4.277017,52.0534,4.299524,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","2524",52.05669,4.306828,52.05296,4.313358,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2524","2531S",52.05296,4.313358,52.05669,4.306828,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2524","2533V",52.05296,4.313358,52.05027,4.289581,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533C","2512",52.04874,4.293283,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2274",52.05728,4.299685,52.07387,4.350349,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2274","2531A",52.07387,4.350349,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2531C",52.07346,4.304762,52.05583,4.298331,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531C","2284",52.05583,4.298331,52.04115,4.313038,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2284","2531C",52.04115,4.313038,52.05583,4.298331,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","3072",52.05545,4.296059,51.90211,4.489101,1,0,63.4,31,7.5,21,3.9,1,26.3,1.9,3.8,20.7,"2532CP","2532C",1
"3072","2531B",51.90211,4.489101,52.05545,4.296059,0,1,66.8,32.5,8,22,4.2,1,26.6,2,4,20.7,"2532CP","2532C",1
"2531B","2564",52.05545,4.296059,52.06811,4.258003,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2564","2531B",52.06811,4.258003,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2597",52.05728,4.299685,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2531A",52.10758,4.313337,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2541R",52.10758,4.313337,52.04303,4.280996,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2512",52.05728,4.299685,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2531A",52.07346,4.304762,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531X","3522",52.05649,4.297635,52.0728,5.114623,1,0,103.4,33.7,17.3,39,13.3,2,69.5,2.2,5.7,61.7,"2533SR","2533S",1
"2531A","3072",52.05728,4.299685,51.90211,4.489101,1,0,59.6,27.2,7.8,21,3.7,1,26,1.6,3.8,20.7,"2532CP","2532C",1
"3072","2531A",51.90211,4.489101,52.05728,4.299685,0,1,62.8,28.5,8,22,4.2,1,26.3,1.7,4,20.7,"2532CP","2532C",1
"2531E","2574",52.0534,4.299524,52.06384,4.277853,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531E","4284",52.0534,4.299524,51.80003,5.0086,1,0,144.8,21.6,37.3,63,22.8,3,87.5,1.5,19.7,66.3,"2531AN","2531A",1
"4284","2531E",51.80003,5.0086,52.0534,4.299524,0,1,145.3,19,53,43,30.3,4,109.1,1.3,41.4,66.3,"2532CP","2532C",1
"2531E","2513",52.0534,4.299524,52.0788,4.302386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2513","2531E",52.0788,4.302386,52.0534,4.299524,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531X","2274",52.05649,4.297635,52.07387,4.350349,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","2282",52.05545,4.296059,52.0519,4.334647,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2282","2531B",52.0519,4.334647,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531V","2515",52.05486,4.301649,52.0727,4.321192,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531X","4284",52.05649,4.297635,51.80003,5.0086,1,0,144.9,19.6,39.6,63,22.8,3,88,1.4,20.3,66.3,"2531AA","2531A",1
"4284","2531X",51.80003,5.0086,52.05649,4.297635,0,1,147,20.7,53,43,30.3,4,109.2,1.5,41.4,66.3,"2532CP","2532C",1
"3316","2533C",51.77033,4.636991,52.04874,4.293283,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","2291",52.05669,4.306828,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2531S",52.01948,4.277017,52.05669,4.306828,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","2522",52.05669,4.306828,52.06038,4.327274,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2522","2531S",52.06038,4.327274,52.05669,4.306828,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2522","2542K",52.06038,4.327274,52.03644,4.263124,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","2611",52.05669,4.306828,52.01263,4.358423,1,0,30.2,23.2,0,7,0,0,7.7,1.4,0,6.3,"2532CP","2532C",1
"2531V","2597",52.05486,4.301649,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2531V",52.10758,4.313337,52.05486,4.301649,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2611","2541R",52.01263,4.358423,52.04303,4.280996,0,1,52.7,27.8,10.9,7,7,1,14.5,1.7,4.5,8.4,"2545NW","2545N",1
"2531V","2516",52.05486,4.301649,52.06783,4.338401,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2516","2531V",52.06783,4.338401,52.05486,4.301649,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531X","1066",52.05649,4.297635,52.34028,4.817704,1,0,93.9,26.6,24.3,29,14.1,2,56,1.8,11.7,42.5,"2531AA","2531A",1
"1066","2531X",52.34028,4.817704,52.05649,4.297635,0,1,87.2,23.8,23.2,30,10.2,2,55.4,1.7,11.2,42.5,"2531AV","2531A",1
"8375","2533B",52.82541,5.957225,52.04869,4.284102,0,1,231.5,31.6,48.7,129,22.2,2,222.3,2.3,24,196,"2545NW","2545N",1
"2531B","5143",52.05545,4.296059,51.68121,5.091089,1,0,163.9,27.2,50.3,63,23.4,3,133.6,1.8,23.6,108.2,"2533SR","2533S",1
"5143","2531B",51.68121,5.091089,52.05545,4.296059,0,1,149.1,50.4,28,57,13.7,2,108.9,3.7,17.4,87.7,"2532CP","2532C",1
"2283","2533B",52.04643,4.322106,52.04869,4.284102,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","8375",52.05728,4.299685,52.82541,5.957225,1,0,222.5,32.8,27,139,23.7,2,220.3,2.4,18.2,199.7,"2532CP","2532C",1
"8375","2531A",52.82541,5.957225,52.05728,4.299685,0,1,222.1,33.1,29,136,24,2,219.5,2.4,17.4,199.7,"2532CP","2532C",1
"2291","2531A",52.01948,4.277017,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3087","2545H",51.89189,4.450622,52.04369,4.282732,0,1,99,45.2,23.9,17,12.8,3,30.1,2.9,10.6,16.5,"2532CP","2532C",1
"2523","2531E",52.05678,4.319141,52.0534,4.299524,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","2525",52.05545,4.296059,52.06238,4.303305,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2525","2531B",52.06238,4.303305,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2572",52.05728,4.299685,52.06443,4.29356,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2572","2531A",52.06443,4.29356,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","2516",52.05545,4.296059,52.06783,4.338401,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2516","2531B",52.06783,4.338401,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531E","2516",52.0534,4.299524,52.06783,4.338401,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531X","2564",52.05649,4.297635,52.06811,4.258003,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2564","2531X",52.06811,4.258003,52.05649,4.297635,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531E","2514",52.0534,4.299524,52.08523,4.308987,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2514","2531E",52.08523,4.308987,52.0534,4.299524,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","2547",52.05545,4.296059,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2547","2531B",52.06093,4.266762,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531E","3087",52.0534,4.299524,51.89189,4.450622,1,0,87.9,36.3,20.4,21,10.2,2,34.3,2.3,11.4,20.7,"2532CP","2532C",1
"3087","2531E",51.89189,4.450622,52.0534,4.299524,0,1,91.4,47.8,16.5,17,10.1,2,27.6,3.2,7.9,16.5,"2532CP","2532C",1
"2531E","2274",52.0534,4.299524,52.07387,4.350349,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2274","2531E",52.07387,4.350349,52.0534,4.299524,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","2562",52.05669,4.306828,52.07473,4.281926,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2525",52.05728,4.299685,52.06238,4.303305,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2525","2531A",52.06238,4.303305,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","3011",52.05728,4.299685,51.91868,4.487522,1,0,39.9,13.9,0,26,0,0,23.3,1,0,22.3,"2532CP","2532C",1
"3011","2531A",51.91868,4.487522,52.05728,4.299685,0,1,44,19,0,25,0,0,23.6,1.3,0,22.3,"2532CP","2532C",1
"2531S","3013",52.05669,4.306828,51.92432,4.469669,1,0,29.8,8.8,0,21,0,0,21.2,0.5,0,20.7,"2532CP","2532C",1
"3013","2531S",51.92432,4.469669,52.05669,4.306828,0,1,31,9.9,0,21,0,0,21.3,0.6,0,20.7,"2532CP","2532C",1
"2531B","2285",52.05545,4.296059,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2531B",52.03807,4.302551,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533V","2285",52.05027,4.289581,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531X","2572",52.05649,4.297635,52.06443,4.29356,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2572","2531X",52.06443,4.29356,52.05649,4.297635,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2286",52.05728,4.299685,52.02374,4.315525,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2286","2531A",52.02374,4.315525,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2533S","2524",52.05539,4.28645,52.05296,4.313358,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2515","2544E",52.0727,4.321192,52.04648,4.250288,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","2491",52.05669,4.306828,52.06734,4.384688,1,0,42,24.7,5.8,6,5.4,2,9.7,1.7,4.2,3.8,"2532CP","2532C",1
"2491","2531S",52.06734,4.384688,52.05669,4.306828,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","2571",52.05669,4.306828,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2531S",52.06937,4.286918,52.05669,4.306828,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531E","2566",52.0534,4.299524,52.08079,4.252308,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2566","2531E",52.08079,4.252308,52.0534,4.299524,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531V","3011",52.05486,4.301649,51.91868,4.487522,1,0,39.4,13.4,0,26,0,0,23.2,0.9,0,22.3,"2532CP","2532C",1
"2562","2531S",52.07473,4.281926,52.05669,4.306828,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","8375",52.05669,4.306828,52.82541,5.957225,1,0,218.8,29,27,139,23.7,2,220,2.1,18.2,199.7,"2532CP","2532C",1
"2533C","2491",52.04874,4.293283,52.06734,4.384688,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531C","2517",52.05583,4.298331,52.08726,4.285609,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2517","2531C",52.08726,4.285609,52.05583,4.298331,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2596",52.05728,4.299685,52.09274,4.319509,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2596","2531A",52.09274,4.319509,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2515",52.05728,4.299685,52.0727,4.321192,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2515","2531A",52.0727,4.321192,52.05728,4.299685,0,1,19.6,16.6,0,3,0,0,3.2,1.1,0,2.1,"2532CP","2532C",1
"2282","2531V",52.0519,4.334647,52.05486,4.301649,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532C","2291",52.05276,4.303933,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531B","2562",52.05545,4.296059,52.07473,4.281926,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2562","2531B",52.07473,4.281926,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","2574",52.05669,4.306828,52.06384,4.277853,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2574","2531S",52.06384,4.277853,52.05669,4.306828,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3011","2531V",51.91868,4.487522,52.05486,4.301649,0,1,43.4,18.4,0,25,0,0,23.6,1.3,0,22.3,"2532CP","2532C",1
"2531B","2597",52.05545,4.296059,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2531B",52.10758,4.313337,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531C","2522",52.05583,4.298331,52.06038,4.327274,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2522","2531C",52.06038,4.327274,52.05583,4.298331,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531C","2523",52.05583,4.298331,52.05678,4.319141,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2523","2531C",52.05678,4.319141,52.05583,4.298331,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2841","2531B",51.99825,4.652384,52.05545,4.296059,0,1,99,31.1,36,23,8.9,2,39.6,2.3,12.2,25.1,"2531AV","2531A",1
"2531A","2522",52.05728,4.299685,52.06038,4.327274,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2522","2531A",52.06038,4.327274,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531V","1312",52.05486,4.301649,52.37587,5.189835,1,0,108.7,19.1,6.3,67,16.4,2,87.2,1.3,3,82.9,"2532CP","2532C",1
"2531V","5143",52.05486,4.301649,51.68121,5.091089,1,0,166.2,33.3,33,70,29.9,3,131.9,2.1,17.9,111.9,"2532CP","2532C",1
"5143","2531V",51.68121,5.091089,52.05486,4.301649,0,1,144.2,32.9,32,57,22.3,3,108.7,2.4,18.6,87.7,"2532CP","2532C",1
"2541R","2274",52.04303,4.280996,52.07387,4.350349,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531V","2566",52.05486,4.301649,52.08079,4.252308,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531C","2841",52.05583,4.298331,51.99825,4.652384,1,0,106.5,38.3,30.3,18,19.9,2,41.7,2.8,11,28,"2533SR","2533S",1
"2841","2531C",51.99825,4.652384,52.05583,4.298331,0,1,96.2,29.1,35.2,23,8.9,2,38.9,2.1,11.7,25.1,"2531AV","2531A",1
"2595","2531B",52.08087,4.334532,52.05545,4.296059,0,1,37.9,23.2,9.1,3,2.5,1,6.1,1.7,2.7,1.7,"2531AV","2531A",1
"2531C","3011",52.05583,4.298331,51.91868,4.487522,1,0,41.5,15.5,0,26,0,0,23.4,1.1,0,22.3,"2532CP","2532C",1
"3011","2531C",51.91868,4.487522,52.05583,4.298331,0,1,45.5,20.5,0,25,0,0,23.7,1.4,0,22.3,"2532CP","2532C",1
"2531E","2512",52.0534,4.299524,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2531E",52.07346,4.304762,52.0534,4.299524,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","3072",52.05669,4.306828,51.90211,4.489101,1,0,55.9,23.4,7.8,21,3.7,1,25.7,1.3,3.8,20.7,"2532CP","2532C",1
"3072","2531S",51.90211,4.489101,52.05669,4.306828,0,1,59,24.8,8,22,4.2,1,26,1.4,4,20.7,"2532CP","2532C",1
"8375","2531S",52.82541,5.957225,52.05669,4.306828,0,1,218.3,29.3,29,136,24,2,219.2,2.1,17.4,199.7,"2532CP","2532C",1
"2531X","3087",52.05649,4.297635,51.89189,4.450622,1,0,97,33.9,30.5,18,14.5,3,36.1,2.1,11.2,22.8,"2531AN","2531A",1
"3087","2531X",51.89189,4.450622,52.05649,4.297635,0,1,93.1,49.5,16.5,17,10.1,2,27.7,3.3,7.9,16.5,"2532CP","2532C",1
"2531S","2514",52.05669,4.306828,52.08523,4.308987,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2514","2531S",52.08523,4.308987,52.05669,4.306828,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531C","3522",52.05583,4.298331,52.0728,5.114623,1,0,96.2,28.4,19.1,37,11.8,3,67.8,2,5.5,60.3,"2531AN","2531A",1
"3522","2531C",52.0728,5.114623,52.05583,4.298331,0,1,98.3,30.2,8,46,14.1,2,68.4,2.1,2.3,64,"2532CP","2532C",1
"2531C","2288",52.05583,4.298331,52.03277,4.337166,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2288","2531C",52.03277,4.337166,52.05583,4.298331,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"1066","2531V",52.34028,4.817704,52.05486,4.301649,0,1,87.6,24.2,23.2,30,10.2,2,55.4,1.7,11.2,42.5,"2531AV","2531A",1
"2531A","3087",52.05728,4.299685,51.89189,4.450622,1,0,86.7,35,20.4,21,10.2,2,34.2,2.2,11.4,20.7,"2532CP","2532C",1
"3087","2531A",51.89189,4.450622,52.05728,4.299685,0,1,90.2,46.5,16.5,17,10.1,2,27.5,3.1,7.9,16.5,"2532CP","2532C",1
"2531X","2524",52.05649,4.297635,52.05296,4.313358,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2524","2531X",52.05296,4.313358,52.05649,4.297635,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2532C","3584",52.05276,4.303933,52.08607,5.167942,1,0,97.7,16.9,16,46,18.8,2,70.4,1.1,5.4,64,"2532CP","2532C",1
"3584","2532C",52.08607,5.167942,52.05276,4.303933,0,1,90.4,18.5,11,46,14.9,2,71.1,1.2,5.9,64,"2532CP","2532C",1
"2531B","2517",52.05545,4.296059,52.08726,4.285609,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2517","2531B",52.08726,4.285609,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531E","2491",52.0534,4.299524,52.06734,4.384688,1,0,50.5,28.6,10.5,9,2.4,1,11.6,2,5.8,3.7,"2532CP","2532C",1
"2531A","2712",52.05728,4.299685,52.04909,4.502329,1,0,60.4,35.3,0,22,3,1,18.4,2.4,0,16.1,"2532CP","2532C",1
"2712","2531A",52.04909,4.502329,52.05728,4.299685,0,1,60.1,22.8,18,11,8.4,1,17.3,1.6,6.2,9.5,"2531AV","2531A",1
"5143","2531A",51.68121,5.091089,52.05728,4.299685,0,1,145.1,46.4,28,57,13.7,2,108.6,3.4,17.4,87.7,"2532CP","2532C",1
"2531A","5143",52.05728,4.299685,51.68121,5.091089,1,0,164.3,38.2,38.1,65,23,4,129.6,2.7,18.7,108.2,"2531AN","2531A",1
"2531B","4284",52.05545,4.296059,51.80003,5.0086,1,0,145.1,19.8,39.6,63,22.8,3,88,1.4,20.3,66.3,"2531AA","2531A",1
"4284","2531B",51.80003,5.0086,52.05545,4.296059,0,1,148.1,21.8,53,43,30.3,4,109.3,1.5,41.4,66.3,"2532CP","2532C",1
"2531B","2596",52.05545,4.296059,52.09274,4.319509,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2596","2531B",52.09274,4.319509,52.05545,4.296059,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531V","2596",52.05486,4.301649,52.09274,4.319509,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2596","2531V",52.09274,4.319509,52.05486,4.301649,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531C","2712",52.05583,4.298331,52.04909,4.502329,1,0,61.9,36.9,0,22,3,1,18.6,2.5,0,16.1,"2532CP","2532C",1
"2712","2531C",52.04909,4.502329,52.05583,4.298331,0,1,56.8,24.7,17.2,11,3.9,1,17.4,1.7,6.2,9.5,"2531AV","2531A",1
"2533C","1013",52.04874,4.293283,52.3969,4.874555,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531A","2564",52.05728,4.299685,52.06811,4.258003,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2564","2531A",52.06811,4.258003,52.05728,4.299685,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531X","2514",52.05649,4.297635,52.08523,4.308987,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2514","2531X",52.08523,4.308987,52.05649,4.297635,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2531S","3522",52.05669,4.306828,52.0728,5.114623,1,0,96.8,29.5,3,46,18.3,2,67.6,2,1.6,64,"2532CP","2532C",1
